[main] INFO  | com.openmine.client.OpenMine                                 | Starting OpenMine... (OpenMine.java:20)
[main] INFO  | com.openmine.client.OpenMine             | Creating the Window ! (Window.java:27)
[main] INFO  | com.openmine.client.OpenMine             | Window created in 490 ms ! (Window.java:56)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:22)
[main] INFO  | com.openmine.client.OpenMine             | Creating the Window ! (Window.java:27)
[main] INFO  | com.openmine.client.OpenMine             | Window created in 553 ms ! (Window.java:56)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:22)
[main] INFO  | com.openmine.client.OpenMine             | Creating the Window ! (Window.java:27)
[main] INFO  | com.openmine.client.OpenMine             | Window created in 500 ms ! (Window.java:56)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:22)
[main] INFO  | com.openmine.client.OpenMine             | Creating the Window ! (Window.java:27)
[main] INFO  | com.openmine.client.OpenMine             | Window created in 483 ms ! (Window.java:56)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:22)
[main] INFO  | com.openmine.client.OpenMine             | Creating the Window ! (Window.java:27)
[main] INFO  | com.openmine.client.OpenMine             | Window created in 537 ms ! (Window.java:56)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:26)
[main] INFO  | com.openmine.client.OpenMine             | Creating the Window ! (Window.java:27)
[main] INFO  | com.openmine.client.OpenMine             | Window created in 515053700 ms ! (Window.java:56)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:26)
[main] INFO  | com.openmine.client.OpenMine             | Creating the Window ! (Window.java:27)
[main] INFO  | com.openmine.client.OpenMine             | Window created in 498 ms ! (Window.java:56)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:26)
[main] INFO  | com.openmine.client.OpenMine             | Creating the Window ! (Window.java:27)
[main] INFO  | com.openmine.client.OpenMine             | Window created in 518 ms ! (Window.java:56)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:26)
[main] INFO  | com.openmine.client.OpenMine             | Creating the Window ! (Window.java:27)
[main] INFO  | com.openmine.client.OpenMine             | Window created in 484 ms ! (Window.java:56)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:26)
[main] INFO  | com.openmine.client.OpenMine             | Creating the Window ! (Window.java:27)
[main] INFO  | com.openmine.client.OpenMine             | Window created in 496 ms ! (Window.java:56)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:30)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:44)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:26)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 540 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:30)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:44)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:26)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 517 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:30)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:44)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 553 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loaded all shaders in 41 ms ! (OpenMine.java:32)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:34)
[main] INFO  | com.openmine.client.OpenMine             | Cleaned up all shaders in 0 ms ! (OpenMine.java:49)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:52)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 538 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loaded all shaders in 5 ms ! (OpenMine.java:32)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:34)
[main] INFO  | com.openmine.client.OpenMine             | Cleaned up all shaders in 0 ms ! (OpenMine.java:49)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:52)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 512 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loaded all shaders in 24 ms ! (OpenMine.java:32)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:34)
[main] INFO  | com.openmine.client.OpenMine             | Cleaned up all shaders in 0 ms ! (OpenMine.java:49)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:52)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 550 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loaded all shaders in 22 ms ! (OpenMine.java:32)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:34)
[main] INFO  | com.openmine.client.OpenMine             | Cleaned up all shaders in 0 ms ! (OpenMine.java:49)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:52)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 518 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loaded all shaders in 22 ms ! (OpenMine.java:32)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:34)
[main] INFO  | com.openmine.client.OpenMine             | Cleaned up all shaders in 0 ms ! (OpenMine.java:49)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:52)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 568 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loaded all shaders in 23 ms ! (OpenMine.java:32)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:34)
[main] INFO  | com.openmine.client.OpenMine             | Cleaned up all shaders in 0 ms ! (OpenMine.java:49)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:52)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 485 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loaded all shaders in 20 ms ! (OpenMine.java:32)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:34)
[main] INFO  | com.openmine.client.OpenMine             | Cleaned up all shaders in 0 ms ! (OpenMine.java:49)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:52)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 512 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loaded all shaders in 22 ms ! (OpenMine.java:32)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:34)
[main] INFO  | com.openmine.client.OpenMine             | Cleaned up all shaders in 0 ms ! (OpenMine.java:49)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:52)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 498 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loaded all shaders in 21 ms ! (OpenMine.java:32)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:34)
[main] INFO  | com.openmine.client.OpenMine             | Cleaned up all shaders in 1 ms ! (OpenMine.java:49)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:52)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 465 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loaded all shaders in 25 ms ! (OpenMine.java:32)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:34)
[main] INFO  | com.openmine.client.OpenMine             | Cleaned up all shaders in 0 ms ! (OpenMine.java:49)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:52)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 519 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loaded all shaders in 7 ms ! (OpenMine.java:32)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:34)
[main] INFO  | com.openmine.client.OpenMine             | Cleaned up all shaders in 0 ms ! (OpenMine.java:49)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:52)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 510 ms ! (Window.java:54)
[main] ERROR | com.openmine.client.renderer.Shader      |  (Shader.java:43)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 543 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loaded all shaders in 6 ms ! (OpenMine.java:32)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:34)
[main] INFO  | com.openmine.client.OpenMine             | Cleaned up all shaders in 0 ms ! (OpenMine.java:49)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:52)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 482 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loaded all shaders in 6 ms ! (OpenMine.java:32)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:34)
[main] INFO  | com.openmine.client.OpenMine             | Cleaned up all shaders in 1 ms ! (OpenMine.java:49)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:52)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 482 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loading all shaders... (OpenMine.java:30)
[main] INFO  | com.openmine.client.OpenMine             | Loaded all shaders in 6 ms ! (OpenMine.java:33)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:35)
[main] INFO  | com.openmine.client.OpenMine             | Cleaning all shaders... (OpenMine.java:48)
[main] INFO  | com.openmine.client.OpenMine             | Cleaned-up all shaders in 1 ms ! (OpenMine.java:51)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:27)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 498 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loading all shaders... (OpenMine.java:30)
[main] INFO  | com.openmine.client.OpenMine             | All shaders loaded in 6 ms ! (OpenMine.java:33)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:35)
[main] INFO  | com.openmine.client.OpenMine             | Cleaning all shaders... (OpenMine.java:48)
[main] INFO  | com.openmine.client.OpenMine             | All shaders cleaned-up in 0 ms ! (OpenMine.java:51)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:32)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 489 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loading all shaders... (OpenMine.java:35)
[main] INFO  | com.openmine.client.OpenMine             | All shaders loaded in 5 ms ! (OpenMine.java:38)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:40)
[main] INFO  | com.openmine.client.OpenMine             | Cleaning all shaders... (OpenMine.java:53)
[main] INFO  | com.openmine.client.OpenMine             | All shaders cleaned-up in 0 ms ! (OpenMine.java:56)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:59)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:32)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 558 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loading all shaders... (OpenMine.java:35)
[main] ERROR | com.openmine.client.renderer.shader.Shader | Error while compiling "/shaders/basic_block.frag":
0(7) : error C1503: undefined variable "aaa"
0(7) : error C0000: syntax error, unexpected '}', expecting ',' or ';' at token "}"
 (Shader.java:49)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:32)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:25)
[main] INFO  | com.openmine.client.window.Window        | Window created in 520 ms ! (Window.java:54)
[main] INFO  | com.openmine.client.OpenMine             | Loading all shaders... (OpenMine.java:35)
[main] INFO  | com.openmine.client.OpenMine             | All shaders loaded in 38 ms ! (OpenMine.java:38)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:40)
[main] INFO  | com.openmine.client.OpenMine             | Cleaning all shaders... (OpenMine.java:53)
[main] INFO  | com.openmine.client.OpenMine             | All shaders cleaned-up in 0 ms ! (OpenMine.java:56)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:59)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:32)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:23)
[main] INFO  | com.openmine.client.window.Window        | Window created in 525 ms ! (Window.java:51)
[main] INFO  | com.openmine.client.OpenMine             | Loading all shaders... (OpenMine.java:35)
[main] ERROR | com.openmine.client.renderer.shader.Shader | Error while compiling "/shaders/basic_block.vert":
0(12) : error C1101: ambiguous overloaded function reference "mul(mat4, vec3)"
    (0) : mat3x4 mul(mat3x1, mat1x4)
    (0) : mat3 mul(mat3x1, mat1x3)
    (0) : mat3x2 mul(mat3x1, mat1x2)
    (0) : mat3x1 mul(mat3x1, mat1)
    (0) : mat2x4 mul(mat2x1, mat1x4)
    (0) : mat2x3 mul(mat2x1, mat1x3)
    (0) : mat2 mul(mat2x1, mat1x2)
    (0) : mat2x1 mul(mat2x1, mat1)
    (0) : mat1x4 mul(mat1x3, mat3x4)
    (0) : mat1x3 mul(mat1x3, mat3)
    (0) : mat1x2 mul(mat1x3, mat3x2)
    (0) : mat1 mul(mat1x3, mat3x1)
    (0) : mat1x4 mul(mat1x2, mat2x4)
    (0) : mat1x3 mul(mat1x2, mat2x3)
    (0) : mat1x2 mul(mat1x2, mat2)
    (0) : mat1 mul(mat1x2, mat2x1)
    (0) : mat1x4 mul(mat1, mat1x4)
    (0) : mat1x3 mul(mat1, mat1x3)
    (0) : mat1x2 mul(mat1, mat1x2)
    (0) : mat1 mul(mat1, mat1)
    (0) : vec1 mul(vec1, mat1)
    (0) : vec1 mul(vec2, mat2x1)
    (0) : vec1 mul(vec3, mat3x1)
    (0) : vec2 mul(vec1, mat1x2)
    (0) : vec2 mul(vec2, mat2)
    (0) : vec2 mul(vec3, mat3x2)
    (0) : vec3 mul(vec1, mat1x3)
    (0) : vec3 mul(vec2, mat2x3)
    (0) : vec3 mul(vec3, mat3)
    (0) : vec4 mul(vec1, mat1x4)
    (0) : vec4 mul(vec2, mat2x4)
    (0) : vec4 mul(vec3, mat3x4)
 (Shader.java:78)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:32)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:23)
[main] INFO  | com.openmine.client.window.Window        | Window created in 589 ms ! (Window.java:51)
[main] INFO  | com.openmine.client.OpenMine             | Loading all shaders... (OpenMine.java:35)
[main] ERROR | com.openmine.client.renderer.shader.Shader | Error while compiling "/shaders/basic_block.vert":
0(12) : error C1101: ambiguous overloaded function reference "mul(mat4, vec3)"
    (0) : mat3x4 mul(mat3x1, mat1x4)
    (0) : mat3 mul(mat3x1, mat1x3)
    (0) : mat3x2 mul(mat3x1, mat1x2)
    (0) : mat3x1 mul(mat3x1, mat1)
    (0) : mat2x4 mul(mat2x1, mat1x4)
    (0) : mat2x3 mul(mat2x1, mat1x3)
    (0) : mat2 mul(mat2x1, mat1x2)
    (0) : mat2x1 mul(mat2x1, mat1)
    (0) : mat1x4 mul(mat1x3, mat3x4)
    (0) : mat1x3 mul(mat1x3, mat3)
    (0) : mat1x2 mul(mat1x3, mat3x2)
    (0) : mat1 mul(mat1x3, mat3x1)
    (0) : mat1x4 mul(mat1x2, mat2x4)
    (0) : mat1x3 mul(mat1x2, mat2x3)
    (0) : mat1x2 mul(mat1x2, mat2)
    (0) : mat1 mul(mat1x2, mat2x1)
    (0) : mat1x4 mul(mat1, mat1x4)
    (0) : mat1x3 mul(mat1, mat1x3)
    (0) : mat1x2 mul(mat1, mat1x2)
    (0) : mat1 mul(mat1, mat1)
    (0) : vec1 mul(vec1, mat1)
    (0) : vec1 mul(vec2, mat2x1)
    (0) : vec1 mul(vec3, mat3x1)
    (0) : vec2 mul(vec1, mat1x2)
    (0) : vec2 mul(vec2, mat2)
    (0) : vec2 mul(vec3, mat3x2)
    (0) : vec3 mul(vec1, mat1x3)
    (0) : vec3 mul(vec2, mat2x3)
    (0) : vec3 mul(vec3, mat3)
    (0) : vec4 mul(vec1, mat1x4)
    (0) : vec4 mul(vec2, mat2x4)
    (0) : vec4 mul(vec3, mat3x4)
 (Shader.java:78)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:32)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:23)
[main] INFO  | com.openmine.client.window.Window        | Window created in 505 ms ! (Window.java:51)
[main] INFO  | com.openmine.client.OpenMine             | Loading all shaders... (OpenMine.java:35)
[main] ERROR | com.openmine.client.renderer.shader.Shader | Error while compiling "/shaders/basic_block.vert":
0(12) : error C1101: ambiguous overloaded function reference "mul(mat4, vec3)"
    (0) : mat3x4 mul(mat3x1, mat1x4)
    (0) : mat3 mul(mat3x1, mat1x3)
    (0) : mat3x2 mul(mat3x1, mat1x2)
    (0) : mat3x1 mul(mat3x1, mat1)
    (0) : mat2x4 mul(mat2x1, mat1x4)
    (0) : mat2x3 mul(mat2x1, mat1x3)
    (0) : mat2 mul(mat2x1, mat1x2)
    (0) : mat2x1 mul(mat2x1, mat1)
    (0) : mat1x4 mul(mat1x3, mat3x4)
    (0) : mat1x3 mul(mat1x3, mat3)
    (0) : mat1x2 mul(mat1x3, mat3x2)
    (0) : mat1 mul(mat1x3, mat3x1)
    (0) : mat1x4 mul(mat1x2, mat2x4)
    (0) : mat1x3 mul(mat1x2, mat2x3)
    (0) : mat1x2 mul(mat1x2, mat2)
    (0) : mat1 mul(mat1x2, mat2x1)
    (0) : mat1x4 mul(mat1, mat1x4)
    (0) : mat1x3 mul(mat1, mat1x3)
    (0) : mat1x2 mul(mat1, mat1x2)
    (0) : mat1 mul(mat1, mat1)
    (0) : vec1 mul(vec1, mat1)
    (0) : vec1 mul(vec2, mat2x1)
    (0) : vec1 mul(vec3, mat3x1)
    (0) : vec2 mul(vec1, mat1x2)
    (0) : vec2 mul(vec2, mat2)
    (0) : vec2 mul(vec3, mat3x2)
    (0) : vec3 mul(vec1, mat1x3)
    (0) : vec3 mul(vec2, mat2x3)
    (0) : vec3 mul(vec3, mat3)
    (0) : vec4 mul(vec1, mat1x4)
    (0) : vec4 mul(vec2, mat2x4)
    (0) : vec4 mul(vec3, mat3x4)
 (Shader.java:78)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:32)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:23)
[main] INFO  | com.openmine.client.window.Window        | Window created in 509 ms ! (Window.java:51)
[main] INFO  | com.openmine.client.OpenMine             | Loading all shaders... (OpenMine.java:35)
[main] ERROR | com.openmine.client.renderer.shader.Shader | Error while compiling "/shaders/basic_block.vert":
0(12) : error C1503: undefined variable "vec4vertexPosition_modelspace"
0(12) : error C0000: syntax error, unexpected ')', expecting ',' or ';' at token ")"
 (Shader.java:78)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:32)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:23)
[main] INFO  | com.openmine.client.window.Window        | Window created in 518 ms ! (Window.java:51)
[main] INFO  | com.openmine.client.OpenMine             | Loading all shaders... (OpenMine.java:35)
[main] INFO  | com.openmine.client.OpenMine             | All shaders loaded in 47 ms ! (OpenMine.java:38)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:40)
[main] INFO  | com.openmine.client.OpenMine             | Cleaning all shaders... (OpenMine.java:53)
[main] INFO  | com.openmine.client.OpenMine             | All shaders cleaned-up in 1 ms ! (OpenMine.java:56)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:59)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:32)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:23)
[main] INFO  | com.openmine.client.window.Window        | Window created in 572 ms ! (Window.java:51)
[main] INFO  | com.openmine.client.OpenMine             | Loading all shaders... (OpenMine.java:35)
[main] INFO  | com.openmine.client.OpenMine             | All shaders loaded in 38 ms ! (OpenMine.java:38)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:40)
[main] INFO  | com.openmine.client.OpenMine             | Cleaning all shaders... (OpenMine.java:53)
[main] INFO  | com.openmine.client.OpenMine             | All shaders cleaned-up in 0 ms ! (OpenMine.java:56)
[main] INFO  | com.openmine.client.OpenMine             | Goodbye ! (OpenMine.java:59)
[main] INFO  | com.openmine.client.OpenMine             | Starting OpenMine... (OpenMine.java:32)
[main] INFO  | com.openmine.client.window.Window        | Creating the Window ! (Window.java:23)
[main] INFO  | com.openmine.client.window.Window        | Window created in 528 ms ! (Window.java:51)
[main] INFO  | com.openmine.client.OpenMine             | Loading all shaders... (OpenMine.java:35)
[main] INFO  | com.openmine.client.OpenMine             | All shaders loaded in 6 ms ! (OpenMine.java:38)
[main] INFO  | com.openmine.client.OpenMine             | Entering Game loop. (OpenMine.java:40)
